,place_id,name,formatted_address,rating,user_ratings_total,types,geometry
0,ChIJBR3LrgDXDIgRzzqCnXDhnsw,The Place for Children with Autism,"301 S Vine St #10, Urbana, IL 61801, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 40.1102598, 'lng': -88.2064465}"
0,ChIJZ_BkiijRDIgR_WozOn6FEo8,HopeSprings Counseling Services,"701 Devonshire Drive, Suites B16-18, Champaign, IL 61820, United States",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 40.0885993, 'lng': -88.2548138}"
0,ChIJ6ehLtTjXDIgR8T0-tHdpFN0,Psychological Service Center,"505 E Green St, Champaign, IL 61820, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 40.1099531, 'lng': -88.2314543}"
0,ChIJp2XioobZ3IAR_m7g2PSbPC0,Autism Behavior Services Inc.,"2080 N Tustin Ave, Santa Ana, CA 92705, USA",0,0,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 33.763695, 'lng': -117.836395}"
0,ChIJc2VlF9zY3IARPuUZY9tT1tE,Autism Spectrum Therapies,"1526 Brookhollow Dr Suite 71, Santa Ana, CA 92705, USA",2.3,3,"['health', 'point_of_interest', 'establishment']","{'lat': 33.7138071, 'lng': -117.849252}"
0,ChIJlcFMQHnX3IAR0Hhxr8DuIKQ,Center for Autism & Neurodevelopmental Disorders,"2500 Red Hill Ave #100, Santa Ana, CA 92705, USA",3.7,19,"['health', 'point_of_interest', 'establishment']","{'lat': 33.70845, 'lng': -117.84129}"
0,ChIJKaCIaZ_e3IAR_zdarb9WQjc,"ACES - Orange County, CA","16782 Von Karman Ave #11, Irvine, CA 92606, USA",3.9,7,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 33.6953684, 'lng': -117.8361447}"
0,ChIJ47co2jw9FYgRZf1jLm9Is1c,Behavior Associates of Indiana ABA Clinic,"3601 W Bethel Ave, Muncie, IN 47304, USA",3.6,5,"['health', 'point_of_interest', 'establishment']","{'lat': 40.215632, 'lng': -85.429363}"
0,ChIJ_49q3Cwws1IRy9UwuGM9Uug,Helena Autism Therapy Center,"5301 E River Rd Service Road, Fridley, MN 55421, USA",4.2,5,"['health', 'point_of_interest', 'establishment']","{'lat': 45.0660102, 'lng': -93.2786225}"
0,ChIJwfBeCrMws1IR_3diFU6Y9d8,Shingle Creek Option,"5624 73rd Ave N, Brooklyn Park, MN 55429, USA",4.8,4,"['point_of_interest', 'establishment']","{'lat': 45.0876551, 'lng': -93.3524405}"
0,ChIJK-Qpw5ejhVQRkYBdmpG8Awo,Sendan Center,"Bellingham, WA 98225, USA",3.4,5,"['health', 'point_of_interest', 'establishment']","{'lat': 48.7535161, 'lng': -122.4748289}"
0,ChIJb-pI6qUyw4AR47cfcTTUqKQ,PeoplesCare Autism Services,"13920 City Center Dr, Chino Hills, CA 91709, USA",1,2,"['health', 'point_of_interest', 'establishment']","{'lat': 34.0014246, 'lng': -117.7306268}"
0,ChIJk1kMabutw4kRz1TYdaJAhmo,The Deron School of New Jersey,"1140 Commerce Ave, Union, NJ 07083, USA",4.5,8,"['point_of_interest', 'school', 'establishment']","{'lat': 40.7036647, 'lng': -74.2782632}"
0,ChIJb-pI6qUyw4AR47cfcTTUqKQ,PeoplesCare Autism Services,"13920 City Center Dr, Chino Hills, CA 91709, USA",1,2,"['health', 'point_of_interest', 'establishment']","{'lat': 34.0014246, 'lng': -117.7306268}"
0,ChIJUytoGgbR3IARKUYzE_eEq7E,Center for Autism & Related Disorders,"160 S Old Springs Rd #135, Anaheim, CA 92808, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.8649629, 'lng': -117.7414606}"
0,ChIJKZ_wsvwQqYkRpnk_gucqZTc,Autism Therapeutic Services,"3020 Henderson Dr, Jacksonville, NC 28546, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 34.7899993, 'lng': -77.419409}"
0,ChIJxTcdk50aqYkRjY0-sGYclek,"Priorities ABA, PLLC","200 Valencia Park Drive, Jacksonville, NC 28546, United States",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 34.7600566, 'lng': -77.3774761}"
0,ChIJ59p-YVsQqYkRYbz5weRSdPE,May Institute,"200 Doctors Dr Suite A, Jacksonville, NC 28546, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 34.7620533, 'lng': -77.3799683}"
0,ChIJgW0J62w5mYARnqOFMDgARRE,"Applied Behavior Technologies, LLC","5945 South Los Altos Pkwy Suite #101, Sparks, NV 89436, USA",5,2,"['point_of_interest', 'establishment']","{'lat': 39.566576, 'lng': -119.702824}"
0,ChIJ-YNCExI_mYARlR1Q5uOmwpw,Washoe County School District Special Education,"240 S Rock Blvd #101, Reno, NV 89502, USA",0,0,"['point_of_interest', 'school', 'establishment']","{'lat': 39.5139593, 'lng': -119.7618562}"
0,ChIJFx0PdmY_mYARz674zcUcHPE,Advanced Child Behavior Solutions,"2440 Vassar St, Reno, NV 89502, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 39.5126521, 'lng': -119.779186}"
0,ChIJs_sAx2U_mYAROvuDODi7iqk,Ayarbe Susan,"1325 Airmotive Way, Reno, NV 89502, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 39.5115747, 'lng': -119.7794134}"
0,ChIJd6-J-KY_mYARUCiZpbhsUms,Willow Springs Center,"690 Edison Way, Reno, NV 89502, USA",2.8,50,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 39.50184429999999, 'lng': -119.7572071}"
0,ChIJcTQ9VeeTJIgRQNWvFt8TEHs,Autism: ABA Therapy,"1796 S Lapeer Rd, Lake Orion, MI 48360, USA",3.4,8,"['point_of_interest', 'school', 'establishment']","{'lat': 42.7549966, 'lng': -83.24810710000001}"
0,ChIJDX20sb2TJIgRzhk1h788_vE,Autism-ABA Therapy Stepping Stones Autism Center,"119 S Washington St, Oxford, MI 48371, USA",0,0,"['point_of_interest', 'school', 'establishment']","{'lat': 42.8196129, 'lng': -83.2612844}"
0,ChIJcSFd7xWuPIgRRsdHmdwIa7s,"Sunfield Center for Autism, ADHD and Behavioral Health","300 N 5th Ave, Ann Arbor, MI 48104, USA",0,0,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 42.2833749, 'lng': -83.74577339999999}"
0,ChIJYfeELAbAVogRixj6Ho97Roo,Dreamweavers Unlimited Inc,"1010 E Garrison Blvd # C, Gastonia, NC 28054, USA",4.7,6,"['point_of_interest', 'establishment']","{'lat': 35.253493, 'lng': -81.16662}"
0,ChIJ9Wnv1mtKs1IR_WcJgCbZTJk,"Autism Family Therapy, Inc.","12805 Hwy 55 #402, Plymouth, MN 55441, USA",5,5,"['point_of_interest', 'establishment']","{'lat': 44.9997609, 'lng': -93.4429555}"
0,ChIJZVFhpZ5Ks1IRnZW01xo0fhY,Autism Matters,"2600 Fernbrook Ln N suite 138, Plymouth, MN 55447, USA",5,3,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 45.0083147, 'lng': -93.4606029}"
0,ChIJN1uVNS5Ks1IR1BxgSwlrn6A,Lazarus Project,"10700 Hwy 55, Plymouth, MN 55441, USA",5,1,"['point_of_interest', 'establishment']","{'lat': 44.9876084, 'lng': -93.4162817}"
0,ChIJW_z0ni1Ks1IR8AXlIJ-ks5I,Plymouth Psych Group LLC,"3021 Harbor Ln N Suite #206, Plymouth, MN 55447, USA",4,21,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 45.013811, 'lng': -93.46539399999999}"
0,ChIJU-T4w_yDRoYRjxcEXOnH8mU,Empower Behavioral Health,"700 University Dr E Suite #106, College Station, TX 77840, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 30.632566, 'lng': -96.327077}"
0,ChIJPdJh52CBRoYRjQseFsLcbj4,Brazos Valley Rehabilitation Center,"1318 Memorial Dr, Bryan, TX 77802, USA",5,3,"['physiotherapist', 'health', 'point_of_interest', 'establishment']","{'lat': 30.653563, 'lng': -96.3461109}"
0,ChIJk6pqKVmBRoYR9HbTqtW77vo,Ascend Behavior Partners,"1716 Briarcrest Dr suite 300, Bryan, TX 77802, USA",1,2,"['health', 'point_of_interest', 'establishment']","{'lat': 30.65279, 'lng': -96.338145}"
0,ChIJ359uj9ekD4gRjg_WRvRb52o,"New Transitions Counseling Center, Ltd.","415 S Creekside Dr #107, Palatine, IL 60074, USA",5,3,"['health', 'point_of_interest', 'establishment']","{'lat': 42.102479, 'lng': -88.0212097}"
0,ChIJzU6CIn2lD4gRUzvYliGaRD0,BY YOUR SIDE - Autism Therapy Services,"1920 Thoreau Dr N #180, Schaumburg, IL 60173, USA",4.2,5,"['health', 'point_of_interest', 'establishment']","{'lat': 42.0629334, 'lng': -88.0418129}"
0,ChIJ6VNSZA1aP4gRdP5ItJ-C3lE,Trumpet Behavioral Health,"2430 Van Buren Ave, Springfield, OH 45505, USA",1,1,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 39.9150461, 'lng': -83.7729502}"
0,ChIJzZL8UJ1aP4gRskJSuDF_aa0,Oesterlen-Services For Youth,"1918 Mechanicsburg Rd, Springfield, OH 45503, USA",4,6,"['health', 'point_of_interest', 'establishment']","{'lat': 39.947669, 'lng': -83.76277999999999}"
0,ChIJ2ZX213bQsokR8C4qXI4emlc,Bridges Treatment Center,"693 Leesville Rd, Lynchburg, VA 24502, USA",4.4,7,"['health', 'point_of_interest', 'establishment']","{'lat': 37.3436148, 'lng': -79.20507479999999}"
0,ChIJdxj9exHOsokR6EIy2QkwERU,Blue Ridge Autism and Achievement Center,"150 Linden Ave, Lynchburg, VA 24503, USA",4.6,5,"['point_of_interest', 'establishment']","{'lat': 37.448884, 'lng': -79.1961693}"
0,ChIJb9DgKVzXsokR6aKEewf76YA,Rivermont School Lynchburg,"1011 Creekside Ln, Lynchburg, VA 24502, USA",5,1,"['school', 'health', 'point_of_interest', 'establishment']","{'lat': 37.3758779, 'lng': -79.2261707}"
0,ChIJ6xFWQp7XsokRC9z2BEF58qs,Rivermont Autism Program Lynchburg,"3024 Forest Hills Cir, Lynchburg, VA 24501, USA",0,0,"['school', 'point_of_interest', 'establishment']","{'lat': 37.41716, 'lng': -79.2055039}"
0,ChIJzV4CTS-vBYgRkBKku9U_yqo,Serenity Health Care Center,"1708 Paramount Ct, Waukesha, WI 53186, USA",3.6,32,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0244088, 'lng': -88.19779129999999}"
0,ChIJcfblLhAbBYgRtWOOAFPG3rM,Autism Treatment For Children,"2665 S Moorland Rd, New Berlin, WI 53151, USA",5,3,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 42.996655, 'lng': -88.10917649999999}"
0,ChIJAcw63EMGBYgRaOjblrgDMFM,Caravel Autism Health,"330 S Executive Dr #210, Brookfield, WI 53005, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0286351, 'lng': -88.1125461}"
0,ChIJkf_eUSWvBYgRO101pwmDliI,RPM + For Autism,"2314 N Grandview Blvd, Waukesha, WI 53188, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0357845, 'lng': -88.25645089999999}"
0,ChIJzV4CTS-vBYgRjA06WliBREE,Hope for a Better Tomorrow,"2607 N Grandview Blvd #110, Waukesha, WI 53188, USA",4.5,4,"['health', 'point_of_interest', 'establishment']","{'lat': 43.039736, 'lng': -88.255101}"
0,ChIJC9t77dkFBYgRcIv6TaWEROU,Wisconsin Early Autism Project,"150 North Sunny Slope Road #100, Brookfield, WI 53005, USA",4.4,7,"['health', 'point_of_interest', 'establishment']","{'lat': 43.0315895, 'lng': -88.0855016}"
0,ChIJ_ZrFlZh6C4gRqy3zItLp9jU,Autism Society of McLean County,"2404 E Empire St, Bloomington, IL 61704, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 40.489135, 'lng': -88.9350918}"
0,ChIJVSBJQRId2YgR1Ka87RaftZw,"My Favorite Therapists, LLC ABA Therapy for Autism","7711, 1239 E Newport Center Dr #101, Deerfield Beach, FL 33442, United States",4.6,9,"['health', 'point_of_interest', 'establishment']","{'lat': 26.3004509, 'lng': -80.12443470000001}"
0,ChIJbSk9lqDi2IgRP6ADK3racSk,Butterfly Effects,"500 Fairway Dr #102, Deerfield Beach, FL 33441, USA",3,5,"['health', 'point_of_interest', 'establishment']","{'lat': 26.3241659, 'lng': -80.1141406}"
0,ChIJYWTg_REd2YgRVQOzHmhhM1Q,Autism Speaks Inc,"1166 W Newport Center Dr # 314, Deerfield Beach, FL 33442, USA",1,9,"['point_of_interest', 'establishment']","{'lat': 26.3019582, 'lng': -80.1246409}"
0,ChIJATMZUKYd2YgR8Vk85WDgBD4,RegenQuest,"1898 W Hillsboro Blvd suite h, Deerfield Beach, FL 33442, USA",5,2,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 26.316377, 'lng': -80.129584}"
0,ChIJVSBJQRId2YgRnihe-4qmaTw,My Favorite Therapists,"Deerfield Beach, FL 33442, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 26.3009147, 'lng': -80.124504}"
0,ChIJx6g0NVQc2YgR5kJX9zp5Tr8,New Directions for Young Adults,"3275 W Hillsboro Blvd #110, Deerfield Beach, FL 33442, USA",4,21,"['point_of_interest', 'school', 'establishment']","{'lat': 26.3184311, 'lng': -80.147139}"
0,ChIJf4XWNGwd2YgRABvsGOlIV2A,Lifeskills South Florida,"1431 SW 9th Ave, Deerfield Beach, FL 33441, USA",3.9,47,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 26.2986878, 'lng': -80.1162499}"
0,ChIJM6dglsjh2IgRbuMJ6w_B4dc,Center For Autism & Related Disorders,"300 Yamato Rd, Boca Raton, FL 33431, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 26.3936237, 'lng': -80.0798757}"
0,ChIJbSk9lqDi2IgRJTCy8bj7SfA,Butterfly Effects,"500 Fairway Drive #102, Deerfield Beach, FL 33441, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 26.2843784, 'lng': -80.0968278}"
0,ChIJC52p-ethhYARAqZrIZNP5Yg,Center For Autism & Related Disorders,"1910 Olympic Blvd #220, Walnut Creek, CA 94596, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 37.8947009, 'lng': -122.0664965}"
0,ChIJTfpt_FZghYARnE9YBE1sayU,Behavior Treatment & Analysis,"313 Lennon Ln Suite 100, Walnut Creek, CA 94598, USA",4.6,9,"['health', 'point_of_interest', 'establishment']","{'lat': 37.9264018, 'lng': -122.0300597}"
0,ChIJ7d-5-lZghYAR7kvVpjx7ZMA,Behavior Analysts Inc,"311 Lennon Ln, Walnut Creek, CA 94598, USA",1,1,"['health', 'point_of_interest', 'establishment']","{'lat': 37.926098, 'lng': -122.030398}"
0,ChIJ__-vjPhghYARtNNare7wCRo,Rogers Behavioral Health,"420 N Wiget Ln Building 2, Walnut Creek, CA 94598, USA",5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","{'lat': 37.9302894, 'lng': -122.0302358}"
0,ChIJBUeQiethhYARpY2S-bKRdqo,Applied Behavior Consultants,"3075 Citrus Cir #240, Walnut Creek, CA 94598, USA",0,0,"['point_of_interest', 'school', 'establishment']","{'lat': 37.9292898, 'lng': -122.0132041}"
0,ChIJH_0N7XubskwRTQMhO2IYQgo,Center For Autism & Related Disorders,"527 Ocean Ave., Suite 19 Oaks, Portland, ME 04103, United States",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 43.6850526, 'lng': -70.2690167}"
0,ChIJd_Xk9piZskwRnrT7nBa1CkI,Center for Autism and Developmental Disorders,"236 Gannett Dr, South Portland, ME 04106, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 43.640327, 'lng': -70.3576018}"
0,ChIJ_awyCqjZ5ogRcglrS6bS9-A,Florida Autism Center,"1128 Beville Rd a, Daytona Beach, FL 32114, USA",3,4,"['health', 'point_of_interest', 'school', 'establishment']","{'lat': 29.1760299, 'lng': -81.0318298}"
0,ChIJt6ut-sne5ogRyMNIWIAu0j8,Monarch Academy,"275 N Williamson Blvd, Daytona Beach, FL 32114, USA",5,2,"['point_of_interest', 'school', 'establishment']","{'lat': 29.189204, 'lng': -81.0813704}"
0,ChIJCZIsQV7Z5ogRZ8v5a7-nefs,Easter Seals,"1219 Dunn Ave, Daytona Beach, FL 32114, USA",3.6,15,"['health', 'point_of_interest', 'establishment']","{'lat': 29.206784, 'lng': -81.05464810000001}"
0,ChIJY-m8zdtlw4ARrkKq43G_MeE,People's Care Autism Services,"13901 Amargosa Rd, Victorville, CA 92392, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 34.5029292, 'lng': -117.3292818}"
0,ChIJHS78VklCkYARI9W9OVhJKPk,California Autism Center & Learning Group,"1160 W Olive Ave Suite C/E, Merced, CA 95348, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.318742, 'lng': -120.487806}"
0,ChIJzw-6FFZCkYAR4be9I730LxI,Aspiranet,"3360 N. Hwy 59 Ste G-K, Merced, CA 95348, United States",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 37.32556400000001, 'lng': -120.5042}"
0,ChIJvSM-Gv_rj4ARn13VWTNE4JA,Center For Autism & Related Disorders,"5111 Johnson Dr, Pleasanton, CA 94588, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.6973655, 'lng': -121.9056344}"
0,ChIJl-QrsPjrj4ARYJnXxA19Bf4,Autism Spectrum Therapies,"6601 Owens Dr #270, Pleasanton, CA 94588, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.6978979, 'lng': -121.90804}"
0,ChIJMYxWn-rpj4ARX6m-JTUwPTk,Trumpet Behavioral Health,"5729 Sonoma Dr Suite F, Pleasanton, CA 94566, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 37.648694, 'lng': -121.879218}"
0,ChIJIzF2kRKq3IARwH-jRkmJLdw,Autism Response Team,"308 W State St, Redlands, CA 92373, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 34.0567661, 'lng': -117.185957}"
0,ChIJVVVVVSUu9ocRpTKVIu3s9zk,Minnesota Autism Center,"2110 Silver Bell Rd, Eagan, MN 55122, USA",3,3,"['point_of_interest', 'school', 'establishment']","{'lat': 44.8185099, 'lng': -93.2149288}"
0,ChIJQ4Fngcwv9ocRTrlZ0uFp-8w,The MAC School Building A,"2100 Silver Bell Rd, Eagan, MN 55122, USA",4.5,4,"['point_of_interest', 'school', 'establishment']","{'lat': 44.818627, 'lng': -93.2147454}"
0,ChIJb3mMG2zPD4gRtIPXIn5hlu8,Cornerstones Autism Services,"7360 Lincoln Ave suite 110, Lincolnwood, IL 60712, USA",3.5,8,"['health', 'point_of_interest', 'establishment']","{'lat': 42.013607, 'lng': -87.742577}"
0,ChIJ2YaHb_PFD4gRfmyaYNVr430,Orange Pediatric Therapy,"5225 Old Orchard Rd #15, Skokie, IL 60077, USA",4,4,"['health', 'point_of_interest', 'establishment']","{'lat': 42.0619287, 'lng': -87.75837330000002}"
0,ChIJvatUkZHmQIYRc3pIPF_PV-k,The Shape of Behavior,"2515 Cordes Dr, Sugar Land, TX 77479, USA",2,2,"['health', 'point_of_interest', 'establishment']","{'lat': 29.5944053, 'lng': -95.6158888}"
0,ChIJcWHqXXTmQIYRYZqurjmK45Q,M.O.V.E. Therapy,"4427 Hwy 6, Sugar Land, TX 77478, USA",0,0,"['store', 'health', 'point_of_interest', 'school', 'establishment']","{'lat': 29.5835484, 'lng': -95.5852237}"
0,ChIJEfZIvoe0woARKewV4s2nwGU,Albert Knapp & Associates,"1200 Aviation Blvd #100, Redondo Beach, CA 90278, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.8654877, 'lng': -118.3863178}"
0,ChIJ1RRaTF-0woAROU39KUsQY_E,Bright Day Therapy Center,"2602 Nelson Ave, Redondo Beach, CA 90278, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.874756, 'lng': -118.363938}"
0,ChIJpRclvoe0woARLEEf9eCYJLI,"Our Village, A Social Learning Community","1444 Aviation Blvd, Redondo Beach, CA 90278, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 33.8678404, 'lng': -118.3829532}"
0,ChIJycnVDNO0woARbduXDkx0IAI,Center For Autism & Related Disorders,"23842 Hawthorne Blvd ste 100-101, Torrance, CA 90505, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 33.8088923, 'lng': -118.3493359}"
0,ChIJ-7s0iYizwoARBzE20rhBuSU,Behavior and Education Inc,"1230 Rosecrans Ave #250, Manhattan Beach, CA 90266, USA",4.4,21,"['health', 'point_of_interest', 'establishment']","{'lat': 33.9014649, 'lng': -118.3920326}"
0,ChIJ7yOwE9m0woARq-MKywA33s4,Easter Seals,"700 N Pacific Coast Hwy # 200, Redondo Beach, CA 90277, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 33.8529542, 'lng': -118.3894371}"
0,ChIJ0Tfc3hx6z1QRrhq7qJG_sbE,"Autism, Speech & Language Therapy: Chrissy Austin, LLC.","400 Crater Lake Ave, Medford, OR 97504, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 42.3321678, 'lng': -122.8620251}"
0,ChIJqaq-8eEmJYgRDDrVDyDs_Z8,Autism Family Partnership,"34159 Jefferson Ave, St Clair Shores, MI 48082, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 42.5397934, 'lng': -82.8631578}"
0,ChIJi-QrNqQnJYgRSp8PIT4Yab8,Sensory Systems Clinic,"30801 Jefferson Ave, St Clair Shores, MI 48082, USA",4.5,8,"['health', 'point_of_interest', 'establishment']","{'lat': 42.5194432, 'lng': -82.8780974}"
0,ChIJDd4NUi8oJYgRFWMvKybzThY,Neil King Physical Therapy - St. Clair Shores,"22237 Greater Mack Ave, St Clair Shores, MI 48080, USA",5,4,"['health', 'point_of_interest', 'establishment']","{'lat': 42.458157, 'lng': -82.90192100000002}"
0,ChIJtzNeFTnIA4gRfz1le4Yu2G4,Fox Valley Autism Treatment Program,"5733 W Grande Market Dr, Appleton, WI 54913, USA",4,4,"['health', 'point_of_interest', 'establishment']","{'lat': 44.26343199999999, 'lng': -88.4954332}"
0,ChIJ0Rc3_aoWiYgRuLqWSUk4ztg,Glenwood Inc,"150 Glenwood Ln, Birmingham, AL 35242, USA",3.5,6,"['health', 'point_of_interest', 'establishment']","{'lat': 33.4815505, 'lng': -86.6639892}"
0,ChIJpeJh1-sbiYgR8xXKcWisKAQ,Children's of Alabama - Medical Autism Clinic,"1600 7th Avenue South, McWane Building, Clinic 7, Birmingham, AL 35233, United States",1,1,"['hospital', 'health', 'point_of_interest', 'establishment']","{'lat': 33.5053047, 'lng': -86.8058688}"
0,ChIJnZ-U7MEiiYgR2w7lUQOPjKA,Alabama Autism Assistance Program/ HANDS,"300 Shadow Wood Park, Birmingham, AL 35244, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.3691273, 'lng': -86.7605896}"
0,ChIJ5auCNmwXiYgRgn8dnLgBff8,"Milestones Behavior Group, Inc","200 Cahaba Park Cir #116, Birmingham, AL 35242, USA",5,4,"['health', 'point_of_interest', 'establishment']","{'lat': 33.4297555, 'lng': -86.7059698}"
0,ChIJz8z_L6IYiYgRWmZVm1xLCeM,Child'sPlay Therapy Center,"3057 Lorna Rd #220, Birmingham, AL 35216, USA",4.5,28,"['health', 'point_of_interest', 'establishment']","{'lat': 33.403651, 'lng': -86.803839}"
0,ChIJLxXmDiQRiYgRYeNg0T_7SdM,Mitchells Place,"4778 Overton Rd, Birmingham, AL 35210, USA",0,0,"['doctor', 'health', 'point_of_interest', 'school', 'establishment']","{'lat': 33.500503, 'lng': -86.695548}"
0,ChIJh3F-FTb35IcRcJC3R8Mbl6U,Tanager Place Clinic,"1030 5th Ave SE #3000, Cedar Rapids, IA 52403, USA",3.7,3,"['health', 'point_of_interest', 'establishment']","{'lat': 41.981403, 'lng': -91.655329}"
0,ChIJEZIViciT7ocRwCmevg3__XE,Balance Autism,"1625 Adventureland Dr, Altoona, IA 50009, USA",3,4,"['health', 'point_of_interest', 'establishment']","{'lat': 41.659055, 'lng': -93.482903}"
0,ChIJeU8HV3D9jYcR3bpyVp61ljw,Pier Center for Autism,"709 Iowa St, Sioux City, IA 51105, USA",0,0,"['point_of_interest', 'establishment']","{'lat': 42.4978077, 'lng': -96.3949679}"
0,ChIJTfj63pT65IcRVRgec0WaaN0,Balance Autism Formerly The Homestead,"1661 Boyson Square Dr #100, Hiawatha, IA 52233, USA",5,1,"['point_of_interest', 'establishment']","{'lat': 42.0429288, 'lng': -91.6962128}"
0,ChIJ0z2-6m824ocR3UScZm5AIWQ,The Homestead,"4959 Utica Ridge Rd, Davenport, IA 52807, USA",5,2,"['point_of_interest', 'establishment']","{'lat': 41.5705758, 'lng': -90.5139822}"
0,ChIJV7az3DpC-ocRNhsSscQvnxs,Midwest MBTC,"422 2nd St W, Cresco, IA 52136, USA",4.3,7,"['health', 'point_of_interest', 'establishment']","{'lat': 43.3765297, 'lng': -92.1174233}"
0,ChIJDYfMrQok7IcRjIJ9pyaJq2I,"Metro West Learning Center, LLC","13300 Hickman Rd #110, Clive, IA 50325, USA",3.3,3,"['health', 'point_of_interest', 'establishment']","{'lat': 41.6141149, 'lng': -93.80242280000002}"
0,ChIJX5DJu9pB5IcRfJHxPxwBBrI,Four Oaks,"1916 Waterfront Dr, Iowa City, IA 52240, USA",3.5,2,"['point_of_interest', 'establishment']","{'lat': 41.6418294, 'lng': -91.529644}"
0,ChIJXUSrW8OU7ocRXY4xgsofLN0,The Homestead,"8272 NE University Ave, Runnells, IA 50237, USA",3.7,3,"['point_of_interest', 'establishment']","{'lat': 41.60424, 'lng': -93.4385811}"
0,ChIJ8TL7nUtV5YcRnyO7GWHIAJs,The Homestead,"118 E 18th St, Cedar Falls, IA 50613, USA",5,1,"['point_of_interest', 'establishment']","{'lat': 42.5224823, 'lng': -92.4446811}"
0,ChIJv-3i2Ghq5IcRekvjO4Of5VI,ChildServe,"2350 Oakdale Blvd, Coralville, IA 52241, USA",4.8,4,"['health', 'point_of_interest', 'establishment']","{'lat': 41.70793, 'lng': -91.598615}"
0,ChIJgQ7YGfiP7ocRSuMX1Y8dGDg,Axis ABA Therapy and Support Services,"1555 SE Delaware Ave suite O, Ankeny, IA 50021, USA",5,2,"['health', 'point_of_interest', 'establishment']","{'lat': 41.7143748, 'lng': -93.5802052}"
0,ChIJPaBthVWc7ocR_z7pRqQjsW0,Child Serve Center,"5900 Pioneer Pkwy, Johnston, IA 50131, USA",5,1,"['health', 'point_of_interest', 'establishment']","{'lat': 41.660943, 'lng': -93.699798}"
0,ChIJJ3bLwTRaGIcR92WKQwJKaH0,Center For Autism & Related Disorders,"4001 Office Ct Dr #706, Santa Fe, NM 87507, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 35.6328328, 'lng': -106.0156005}"
0,ChIJjzimjNHRwoAR62IZRpdAFvM,Global Health Care Services,"433 N 4th St #101, Montebello, CA 90640, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 34.015567, 'lng': -118.102317}"
0,ChIJny62O5bv3IAR9bSEjNHNcRA,Laguna Niguel Speech and Language - Debra Ware,"30131 Town Center Dr # 235, Laguna Niguel, CA 92677, USA",0,0,"['health', 'point_of_interest', 'establishment']","{'lat': 33.5256713, 'lng': -117.7150513}"
0,ChIJ67zqtO_x3IARJKxKd1jJ5T4,Center for Autism & Related Disorders,"27127 Calle Arroyo Suite 1921, San Juan Capistrano, CA 92675, USA",0,0,"['doctor', 'health', 'point_of_interest', 'establishment']","{'lat': 33.4993423, 'lng': -117.6568457}"
