,place_id,formatted_phone_number,website,opening_hours,name,adr_address
0,ChIJI7WxYfyLUocRL5mZVzJgnNE,(801) 255-5131 ext. 6,http://www.utahbehaviorservices.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1830'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1830'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1830'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1830'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 6:30 PM', 'Tuesday: 9:00 AM – 6:30 PM', 'Wednesday: 9:00 AM – 6:30 PM', 'Thursday: 9:00 AM – 6:30 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Utah Behavior Services,"<span class=""street-address"">5558 S 1900 W</span>, <span class=""locality"">Salt Lake City</span>, <span class=""region"">UT</span> <span class=""postal-code"">84118</span>, <span class=""country-name"">USA</span>"
0,ChIJN4VxIT-MUocRs2YPaDFfClg,(801) 918-3512,,,New Connections,"3749 W. Christy Hill Way, <span class=""locality"">Taylorsville</span>, <span class=""region"">UT</span> <span class=""postal-code"">84129</span>, <span class=""country-name"">USA</span>"
0,ChIJf99zSV2JUocRoM3k5ciaCUU,(801) 243-4991,http://kidsworldacademy.org/,,Kids World Academy,"<span class=""street-address"">1328 W 6170 S</span>, <span class=""locality"">Taylorsville</span>, <span class=""region"">UT</span> <span class=""postal-code"">84123</span>, <span class=""country-name"">USA</span>"
0,ChIJ552LnFiJUocRs3kA8C69Rd8,(801) 265-3895,http://www.cfetutah.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Center For Family Evaluation and Treatment,"<span class=""street-address"">5691 S Redwood Rd # 16</span>, <span class=""locality"">Taylorsville</span>, <span class=""region"">UT</span> <span class=""postal-code"">84123-5485</span>, <span class=""country-name"">USA</span>"
0,ChIJ7YUdhlmJUocRq1ZlbYhso1Q,(801) 850-9635,http://www.utahctc.com/location/taylorsville/,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0530'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0530'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0530'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0530'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0530'}}, {'close': {'day': 6, 'time': '1000'}, 'open': {'day': 6, 'time': '0730'}}], 'weekday_text': ['Monday: 5:30 AM – 2:00 PM', 'Tuesday: 5:30 AM – 2:00 PM', 'Wednesday: 5:30 AM – 2:00 PM', 'Thursday: 5:30 AM – 2:00 PM', 'Friday: 5:30 AM – 2:00 PM', 'Saturday: 7:30 – 10:00 AM', 'Sunday: Closed']}",Discovery House of Taylorsville Comprehensive Treatment Center,"<span class=""street-address"">5983 S Redwood Rd</span>, <span class=""locality"">Taylorsville</span>, <span class=""region"">UT</span> <span class=""postal-code"">84123</span>, <span class=""country-name"">USA</span>"
0,ChIJ3aeOARk26IARpdHp2f6yr3Y,(805) 384-0205,,,Triton Academy,"<span class=""street-address"">550 Airport Way</span>, <span class=""locality"">Camarillo</span>, <span class=""region"">CA</span> <span class=""postal-code"">93010</span>, <span class=""country-name"">USA</span>"
0,ChIJuXfSMZM26IAROdV35JbyOzQ,(805) 383-5566,http://www.addisonbr.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Addison Behavioral Resources,"<span class=""street-address"">1000 Paseo Camarillo Suite 235</span>, <span class=""locality"">Camarillo</span>, <span class=""region"">CA</span> <span class=""postal-code"">93010</span>, <span class=""country-name"">USA</span>"
0,ChIJdU09wxw36IARy_bKOIwjBoo,(805) 303-5149,https://evolvetreatment.com/locations/camarillo/?utm_source=Yext&utm_medium=Local&utm_campaign=Camarillo,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",Evolve Treatment Centers Camarillo,"<span class=""street-address"">799 Camarillo Springs Rd B</span>, <span class=""locality"">Camarillo</span>, <span class=""region"">CA</span> <span class=""postal-code"">93012</span>, <span class=""country-name"">USA</span>"
0,ChIJt8fXAh026IARoOdThfsqCpI,(805) 384-1410,http://www.calpsychcare.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",California Psychcare,"<span class=""street-address"">397 Mobil Ave</span>, <span class=""locality"">Camarillo</span>, <span class=""region"">CA</span> <span class=""postal-code"">93010-6310</span>, <span class=""country-name"">USA</span>"
0,ChIJeyuvOuRJ6IARXkPnW3rwCzI,(805) 987-3162,http://www.thenewbeginningscenter.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00 AM – 7:00 PM', 'Tuesday: 10:00 AM – 7:00 PM', 'Wednesday: 10:00 AM – 7:00 PM', 'Thursday: 10:00 AM – 7:00 PM', 'Friday: 10:00 AM – 7:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",The New Beginnings Center: Counseling & Integrative Health,"<span class=""street-address"">155 Granada St Suite N</span>, <span class=""locality"">Camarillo</span>, <span class=""region"">CA</span> <span class=""postal-code"">93010</span>, <span class=""country-name"">USA</span>"
0,ChIJAQDAAo9J6IARfiOY1y14avs,(858) 264-5858,http://alternativebehaviorstrategies.com/,,Alternative Behavior Strategies,"<span class=""street-address"">400 W Ventura Blvd ste 230</span>, <span class=""locality"">Camarillo</span>, <span class=""region"">CA</span> <span class=""postal-code"">93010</span>, <span class=""country-name"">USA</span>"
0,ChIJraDeeyvMXVMRK1D41VM7A9U,(406) 549-6413,http://www.childdevcenter.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Child Development Center,"<span class=""street-address"">3335 Lt Moss Rd</span>, <span class=""locality"">Missoula</span>, <span class=""region"">MT</span> <span class=""postal-code"">59804</span>, <span class=""country-name"">USA</span>"
0,ChIJF8No-zLMXVMROl5H8XD-l1I,(406) 243-4131,http://ruralinstitute.umt.edu/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",The Rural Institute for Inclusive Communities,"52, <span class=""extended-address"">Corbin Hall</span>, <span class=""locality"">Missoula</span>, <span class=""region"">MT</span> <span class=""postal-code"">59812</span>, <span class=""country-name"">USA</span>"
0,ChIJ4z9DmULOXVMR6p5oHOiskyY,(406) 327-4050,http://communitymed.org/areas-of-care/rehabilitation/community-bridges,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0700'}}], 'weekday_text': ['Monday: 7:00 AM – 6:00 PM', 'Tuesday: 7:00 AM – 6:00 PM', 'Wednesday: 7:00 AM – 6:00 PM', 'Thursday: 7:00 AM – 6:00 PM', 'Friday: 7:00 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",CMC Physical Therapy & Rehabilitation,"<span class=""street-address"">2827 Fort Missoula Rd Building 4</span>, <span class=""locality"">Missoula</span>, <span class=""region"">MT</span> <span class=""postal-code"">59804</span>, <span class=""country-name"">USA</span>"
0,ChIJRavBEFXOXVMR6FxnbxFAbiY,(866) 438-8591,http://consumerdirectmt.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Consumer Direct Care Network Montana,"<span class=""street-address"">100 Consumer Direct Way</span>, <span class=""locality"">Missoula</span>, <span class=""region"">MT</span> <span class=""postal-code"">59808</span>, <span class=""country-name"">USA</span>"
0,ChIJC-W689HNXVMRfDL3Wk_CjwA,(406) 728-2400,http://www.mcpsmt.org/,,Missoula County Public Schools,"<span class=""street-address"">215 S 6th St W</span>, <span class=""locality"">Missoula</span>, <span class=""region"">MT</span> <span class=""postal-code"">59801-4081</span>, <span class=""country-name"">USA</span>"
0,ChIJV0pDkWygmoARgbt4j_eibo4,(209) 334-0830,http://www.staspeech.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Speech Therapy Associates,"<span class=""street-address"">1200 W Tokay St</span>, <span class=""locality"">Lodi</span>, <span class=""region"">CA</span> <span class=""postal-code"">95240-3810</span>, <span class=""country-name"">USA</span>"
0,ChIJqViw25U8kIARNGAzXY7Dh_s,(209) 832-7756,https://www.tpathways.org/contact/tracy-ca/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Therapeutic Pathways The Kendall Centers,"<span class=""street-address"">510 Whispering Wind Dr #110</span>, <span class=""locality"">Tracy</span>, <span class=""region"">CA</span> <span class=""postal-code"">95377-7039</span>, <span class=""country-name"">USA</span>"
0,ChIJqWWaK6YikIARhGagOIQk9uo,(209) 627-0822,http://rachelpolacklcsw.com/,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: 8:00 AM – 8:00 PM', 'Sunday: 8:00 AM – 8:00 PM']}",Rachel Polack LCSW,"<span class=""street-address"">2180 Grant Line Rd suite 219</span>, <span class=""locality"">Tracy</span>, <span class=""region"">CA</span> <span class=""postal-code"">95377</span>, <span class=""country-name"">USA</span>"
0,ChIJT99vzL5ZhYAR19Rc22puVWU,(925) 709-6060,http://centerforautism.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 8:00 PM', 'Tuesday: 8:00 AM – 8:00 PM', 'Wednesday: 8:00 AM – 8:00 PM', 'Thursday: 8:00 AM – 8:00 PM', 'Friday: 8:00 AM – 8:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Center for Autism & Related Disorders,"4001, <span class=""street-address"">3100-3104 Delta Fair Blvd</span>, <span class=""locality"">Antioch</span>, <span class=""region"">CA</span> <span class=""postal-code"">94509</span>, <span class=""country-name"">USA</span>"
0,ChIJ-_tY4OJbhYARLyBOlfCgpZg,(925) 439-6929,,,Spectrum Center - Delta,"<span class=""street-address"">135 E Leland Rd</span>, <span class=""locality"">Pittsburg</span>, <span class=""region"">CA</span> <span class=""postal-code"">94565-4948</span>, <span class=""country-name"">USA</span>"
0,ChIJ3eWaXZo3QlMR5ylmkNmMT6U,(406) 240-2045,http://www.bigskytherapy.com/,,"Brett E. Gilleo, LCPC","<span class=""street-address"">1601 2nd Ave N</span>, <span class=""locality"">Great Falls</span>, <span class=""region"">MT</span> <span class=""postal-code"">59401</span>, <span class=""country-name"">USA</span>"
0,ChIJedm-E6k3QlMReGfsca_dGqE,(406) 454-2171,http://www.gfclinic.com/department/clinic-cancer-care/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Great Falls Clinic Cancer Care,"<span class=""street-address"">3000 15th Ave S</span>, <span class=""locality"">Great Falls</span>, <span class=""region"">MT</span> <span class=""postal-code"">59405</span>, <span class=""country-name"">USA</span>"
0,ChIJoRDmzxTyMIgRZJVwsc2PJHY,(216) 431-4131,http://www.recres.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",Recovery Resources,"<span class=""street-address"">14805 Detroit Ave # 200</span>, <span class=""locality"">Lakewood</span>, <span class=""region"">OH</span> <span class=""postal-code"">44107-3921</span>, <span class=""country-name"">USA</span>"
0,ChIJxYjkx_PtMIgRUlAgPh-b58U,(216) 252-1399,http://www.dailybh.com/,,Daily Behavioral Health,"<span class=""street-address"">14538 Grapeland Ave</span>, <span class=""locality"">Cleveland</span>, <span class=""region"">OH</span> <span class=""postal-code"">44111</span>, <span class=""country-name"">USA</span>"
0,ChIJ417d5xTyMIgRnhuwaTM_PA4,(216) 228-5170,http://www.easterseals.com/noh/who-we-are/locations/,,Easter Seals,"<span class=""street-address"">14701 Detroit Ave</span>, <span class=""locality"">Cleveland</span>, <span class=""region"">OH</span> <span class=""postal-code"">44107-4104</span>, <span class=""country-name"">USA</span>"
0,ChIJpZcf-_fxMIgRh0pzJmNMbow,(216) 529-6870,http://www.onelakewood.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00 AM – 4:00 PM', 'Tuesday: 8:00 AM – 4:00 PM', 'Wednesday: 8:00 AM – 4:00 PM', 'Thursday: 8:00 AM – 4:00 PM', 'Friday: 8:00 AM – 4:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",City of Lakewood Youth Division,"<span class=""street-address"">12900 Madison Ave</span>, <span class=""locality"">Cleveland</span>, <span class=""region"">OH</span> <span class=""postal-code"">44107-4940</span>, <span class=""country-name"">USA</span>"
0,ChIJdZxeaXDyMIgRLAIByLwjaqE,(216) 521-1288,http://www.onelakewood.com/,,Lakewood Senior Transportation,"<span class=""street-address"">16024 Madison Ave</span>, <span class=""locality"">Lakewood</span>, <span class=""region"">OH</span> <span class=""postal-code"">44107-5616</span>, <span class=""country-name"">USA</span>"
0,ChIJ9V3qPWP7MIgR99gPeGcNfxE,(216) 448-6440,http://portals.clevelandclinic.org/soa,,Lerner School for Autism,"<span class=""street-address"">2801 Martin Luther King Jr Dr</span>, <span class=""locality"">Cleveland</span>, <span class=""region"">OH</span> <span class=""postal-code"">44104</span>, <span class=""country-name"">USA</span>"
0,ChIJOeQTZx99wokRBbWIeA08ojA,(516) 486-3222,http://eac-network.org/new-path-treatment-center/,,Eac-Outpatient Clinic,"<span class=""street-address"">175 Fulton Ave # 403</span>, <span class=""locality"">Hempstead</span>, <span class=""region"">NY</span> <span class=""postal-code"">11550-3702</span>, <span class=""country-name"">USA</span>"
0,ChIJaZqj6uf8ZUARwdK94OieROQ,(516) 986-9580,https://www.gershacademy.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Gersh Academy for Students on the Autism Spectrum - West Hempstead,"<span class=""street-address"">307 Eagle Ave</span>, <span class=""locality"">West Hempstead</span>, <span class=""region"">NY</span> <span class=""postal-code"">11552</span>, <span class=""country-name"">USA</span>"
0,ChIJcbLnaDNjwokR89PgbS_hY04,(516) 229-1194,http://abcachieve.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Achievement Behavior Care,"<span class=""street-address"">572 Palm Ln</span>, <span class=""locality"">West Hempstead</span>, <span class=""region"">NY</span> <span class=""postal-code"">11552</span>, <span class=""country-name"">USA</span>"
0,ChIJx0m974gcE4gRIvs--IqnR3A,(765) 201-4767,https://www.hopebridge.com/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30 AM – 6:00 PM', 'Tuesday: 8:30 AM – 6:00 PM', 'Wednesday: 8:30 AM – 6:00 PM', 'Thursday: 8:30 AM – 6:00 PM', 'Friday: 8:30 AM – 6:00 PM', 'Saturday: Closed', 'Sunday: Closed']}",Hopebridge Autism Therapy Center,"<span class=""street-address"">3781 Bayley Dr suite b</span>, <span class=""locality"">Lafayette</span>, <span class=""region"">IN</span> <span class=""postal-code"">47905</span>, <span class=""country-name"">USA</span>"
0,ChIJiWlOog79EogRfd-uysMlFhs,(765) 838-3547,http://cornerstoneautismcenter.com/,,Cornerstone Autism Center,"<span class=""street-address"">3482 McClure Ave</span>, <span class=""locality"">West Lafayette</span>, <span class=""region"">IN</span> <span class=""postal-code"">47906-4164</span>, <span class=""country-name"">USA</span>"
0,ChIJjxG31cECE4gRC0swXRmdUSs,(765) 269-7756,http://littlestarcenter.org/,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1630'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1630'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1630'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1630'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1630'}, 'open': {'day': 5, 'time': '0830'}}], 'weekday_text': ['Monday: 8:30 AM – 4:30 PM', 'Tuesday: 8:30 AM – 4:30 PM', 'Wednesday: 8:30 AM – 4:30 PM', 'Thursday: 8:30 AM – 4:30 PM', 'Friday: 8:30 AM – 4:30 PM', 'Saturday: Closed', 'Sunday: Closed']}",Little Star Center,"<span class=""street-address"">3595 Sagamore Pkwy N #5</span>, <span class=""locality"">Lafayette</span>, <span class=""region"">IN</span> <span class=""postal-code"">47904</span>, <span class=""country-name"">USA</span>"
